source_type,source_name,entity,document_type,procedure_text,has_tables,pages
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,ón temporal para reexportación en el mismo estado procedimiento general proc: despa-pg.04 admisión temporal para,False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,ento y seguimiento de lo dispuesto en el presente procedimiento es de responsabilidad del intendente nacional de,False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,iniciones y abreviaturaspara efectos del presente procedimiento se entiende por: 1. buzón electrónico: a la secci,False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,to faculta al agente de aduana a realizar actos y trámites relacionados con el despacho y retiro de las mer,False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,as a destinación aduanera y no se ha culminado su trámite:b.1 para el despacho anticipado: dentro del plazo,False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,"se entiende suspendido de oficio en tanto dure el trámite de renovación de la garantía, de acuerdo con el p",False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,antía prevista en el artículo 160 de la ley.3. la solicitud de prórroga del plazo del régimen debe contener l,False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,n mismo transportista autorizado por la sunat. i) solicitud de zona primaria con autorización especial (zpae),False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,"ia y el comercio así lo ameriten, para lo cual la solicitud debe contener la información y la documentación s",False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,"decreto legislativo n° 943, que aprobó la ley de registro único de contribuyentes, resolución de superinten",False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,"ficiario del régimen debe contar con su número de registro único de contribuyentes (ruc) activo, clave sol y",False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,bandeja de spam o de correo no deseado.2. con el registro de la mencionada dirección del correo electrónico,False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,"eficiario cuando la norma específica lo señale.h) certificado de origen, cuando corresponda. 2. la declaración",False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,"de salida, volante de despacho, ticket de pesaje, certificado de peso o certificado de cantidad recibida, lista",False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,"de salida, volante de despacho, ticket de pesaje, certificado de peso o certificado de cantidad que acredite el",False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,"d pública, debiendo adjuntar a la comunicación el permiso del sector competente según el tipo de material c",False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,tringidas se realiza siempre que se cuente con la autorización que permita su ingreso definitivo al país. 3. el,False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,ado al depósito temporal o a la zona primaria con autorización especial.b) despacho diferido: después de la lleg,False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,o por la sunat. i) solicitud de zona primaria con autorización especial (zpae)1. la autoridad aduanera puede aut,False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,"e serán trasladadas las mercancías, conforme a su inscripción en la sunat; en caso contrario, el sistema inform",False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,órrogas son aprobadas automáticamente con la sola renovación de la garantía antes del vencimiento del plazo ot,False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,aceptación de la garantía renovada. no procede la renovación extemporánea de la garantía.tratándose de la gara,False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,"suspendido de oficio en tanto dure el trámite de renovación de la garantía, de acuerdo con el procedimiento e",False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,a cuenta corriente. e) garantías e1) renovación o canje 1. dentro de la vigencia de la garantía inicialme,False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,"nte otorgada, esta puede ser renovada o canjeada conforme a lo establecido en los procedimiento",False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,", cuando corresponda.3. concedida la renovación o canje de la garantía, el funcionario aduanero procede a",False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,ón temporal para reexportación en el mismo estado procedimiento general proc: despa-pg.04-a admisión temporal par,False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,dores del comercio exterior que intervienen en el procedimiento del régimen de admisión temporal para reexportaci,False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,to y seguimiento de lo establecido en el presente procedimiento es de responsabilidad de la intendencia de gestió,False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,señalados en el artículo 201° del reglamento. el trámite se rige por lo establecido en el procedimiento de,False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,la mercancía solicitada al presente régimen cuyo trámite no haya culminado dentro de los treinta (30) días,False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,"duana presenta mediante expediente, con código de trámite documentario tupa 1118, la documentación sustenta",False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,"r del día siguiente del término de la descarga. a solicitud del dueño o consignatario, presentada dentro del",False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,endo necesario su ingreso a un depósito temporal. solicitud de autorización especial de zona primaria 18.   p,False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,a industria o el comercio que así lo ameriten; la solicitud debe contener la información y la documentación s,False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,"amentarias del decreto legislativo n° 943, ley de registro único de contribuyentes, aprobada por resolución",False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,6.    el beneficiario del régimen debe contar con registro único de contribuyentes (ruc) activo y no tener l,False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,"orrespondiente. los datos relativos al número del registro único del contribuyente (ruc), nombre o denominac",False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,"pecífica lo exija. e)   fotocopia autenticada del certificado de origen, cuando corresponda. f) la declaración",False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,"d pública, debiendo adjuntar a la comunicación el permiso del sector competente según el tipo de material c",False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,ará si las mercancías restringidas cuentan con la autorización que permita su ingreso definitivo al país. modali,False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,"ado al depósito temporal o a la zona primaria con autorización especial. b) 	en el despacho urgente, dentro del",False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,o su ingreso a un depósito temporal. solicitud de autorización especial de zona primaria 18.   para acogerse a l,False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,"o, se deben consignar exactamente de acuerdo a su inscripción  en la sunat, en caso contrario el sigad rechaza",False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,"a, se deben consignar exactamente de acuerdo a su inscripción en la sunat; caso contrario el sigad rechaza la n",False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,rogas serán aprobadas automáticamente con la sola renovación de la garantía antes del vencimiento del plazo ot,False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,aceptación de la garantía renovada. no procede la renovación extemporánea de la garantía. 26. cuando la garant,False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,el descargo en la cuenta corriente. f.  garantias renovación o canje 1. dentro de la vigencia de la garantía i,False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,n la cuenta corriente. f.  garantias renovación o canje 1. dentro de la vigencia de la garantía inicialme,False,1
ENLACE,Procedimientos - ADMISIÓN TEMPORAL PARA REEXPORTACIÓN EN EL MISMO ESTADO,SUNAT,WEB,"nte otorgada, ésta puede ser renovada o canjeada con la sola presentación de la nueva garantía",False,1
ENLACE,Procedimientos - REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,reimportación en el mismo estado procedimiento general proc: despa-pg.26 reimportación en el mis,False,1
ENLACE,Procedimientos - REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,ento y seguimiento de lo dispuesto en el presente procedimiento es de responsabilidad del intendente nacional de,False,1
ENLACE,Procedimientos - REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,-2020-sunat-11.10.2020) para efectos del presente procedimiento se entiende por: 1. buzón electrónico: a la secci,False,1
ENLACE,Procedimientos - REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"ón de correo electrónico hasta la culminación del trámite.d) revisar continuamente el correo electrónico, i",False,1
ENLACE,Procedimientos - REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"de esta, las comunicaciones que se generen en el trámite de su solicitud. 17.3 la respuesta del oce o del",False,1
ENLACE,Procedimientos - REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"solicitado la restitución, luego de culminado el trámite, comunica al área de exportación de la intendenci",False,1
ENLACE,Procedimientos - REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,ra la procedencia en parte o improcedencia de una solicitud.d) el que declara la procedencia cuya ejecución s,False,1
ENLACE,Procedimientos - REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,a mpv-sunat17.1 cuando el oce o el oi presenta su solicitud a través de la mpv-sunat y registra una dirección,False,1
ENLACE,Procedimientos - REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,comunicaciones que se generen en el trámite de su solicitud. 17.3 la respuesta del oce o del oi a las comunic,False,1
ENLACE,Procedimientos - REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"decreto legislativo n° 943 que aprobó la ley del registro único de contribuyentes, resolución de superinten",False,1
ENLACE,Procedimientos - REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,andeja de spam o de correo no deseado.17.2 con el registro de la mencionada dirección de correo electrónico,False,1
ENLACE,Procedimientos - REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"dam. (rs n° 169-2020-sunat-11.10.2020) recepción, registro y control de documentos6. (rs n° 169-2020-sunat-1",False,1
ENLACE,Procedimientos - REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"uicia arancelaria, con el uso total o parcial del certificado de reposición.c) en el procedimiento de restituci",False,1
ENLACE,Procedimientos - REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"la exportación.c) relación de insumo producto.d) certificado de reposición. e) cuando las características, can",False,1
ENLACE,Procedimientos - REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"de salida, volante de despacho, ticket de pesaje, certificado de peso o certificado de cantidad recibida, lista",False,1
